fid,notificationToken,added
1032166,0199e968-f1be-b5a1-a42e-c8f7dba8dae6,true
1032837,0198dbba-b577-2bb4-c5cf-60d6272ac101,true
1032859,null,false
1032890,0198dbb6-03a1-0b7b-cb32-91d309d226c3,true
1032906,0198f699-5401-fe95-196f-da8f81bdb773,true
1033242,01998713-0017-333d-c340-460df6f53539,true
1033599,0198d864-03c0-e207-13a1-6d219ac9e412,true
1033695,019986fa-191f-7d3c-f978-036660847cfa,true
1033941,0199937b-c16b-9fd5-a75b-0c164f9cc990,true
1034030,01999460-506f-7ef2-7651-b582733183b7,true
1034673,null,false
1034886,01999389-400d-007a-036e-fc5740f386d6,true
1035008,019993e9-fbbf-cb2b-ae8b-9bd4a6e12cdc,true
1035065,0199e97f-8e22-d8a7-9a56-95b9c53ec81c,true
1035111,01999420-f60d-a3bd-6ded-b3a5c1f1e148,true
1035144,null,false
1035215,0198e263-1c82-daf8-b134-90d07506b480,true
1035350,0199e6d7-5c98-6063-9235-365f87836935,true
1035650,0199944a-f854-8269-85ea-a747cbd45c14,true
1035654,01999430-faca-1cab-f7db-c47285534cbf,true
1035815,01999366-2f08-95e8-cb47-71798e318b40,true
1035837,01999521-a9ba-76e8-6e6d-f81811ec9738,true
1036011,01998804-7cad-201a-fd62-4c19ef8e63ab,true
1036046,01998814-4317-1dcc-d5fa-ce8aa56a18f4,true
1036109,0199955b-028d-cea5-7bed-84fd1599a546,true
1036837,01992134-7484-205b-81af-15a630a78565,true
1037985,0199da43-8262-376f-c470-a6a9f1c81a5c,true
1039217,null,false
1040937,null,false
1041111,0199a42f-1072-bc9e-2c38-613d1a9bd4a8,true
1041216,01999f44-99f1-f10b-7455-de4ddf716c4a,true
1041579,019949db-be6e-bd0b-df56-d42dba3e6786,true
1041604,null,false
1041957,null,false
1043388,null,false
1044122,0198dfa3-4027-a1fb-f57b-5aefb086df63,true
1044143,null,false
1044256,null,false
1045191,0199466d-aa75-c761-d026-34733820baca,true
1045300,null,false
1046191,0198ed9e-a2af-435d-23e1-7ab6bcf725a1,true
1046533,null,false
1047331,0198da06-8e60-2cac-2435-afc4702c0f6a,true
1047423,0198d864-3abb-7bf4-5dab-a5c457a571bd,true
1048400,0198d898-0b38-e746-35c0-24f422947f9d,true
1048927,0198db93-d6f6-4d79-e55d-aeb3c5fb5e5a,true
1049927,0198e578-d518-359f-51b1-e442ef8ff22b,true
1050026,0198db86-471b-ac47-d0b8-73f7c44199b7,true
1050955,null,false
1051182,0198da2b-bc3a-f0df-7775-9ebb0c4e5989,true
1051818,01994212-82c6-d258-b4fb-f10c5a71f97f,true
1051902,null,false
1051962,null,false
1052043,0198daab-a459-2d38-c5e5-b8146d1e8eb8,true
1052054,01994874-c99f-343a-0d75-e7086bf1d298,true
1052444,0198d926-0219-c627-af3f-9c68250160dd,true
1057524,0198d952-0516-8443-3849-cca9d0f8c557,true
1057657,null,false
1058551,0198d85b-9d3c-9148-dad5-92cf8bcba2b1,true
1058970,null,false
1059327,null,false
1059355,null,false
1059930,null,false
1060184,null,false
1060417,null,false
1060659,null,false
1060895,0198d6a3-1728-ac94-0970-9ccd6b1df591,true
1061136,0198daa0-4676-2ba1-2b7c-5a69154f8ec1,false
1061826,null,false
1061984,0198dbda-845f-5903-0f9b-42b4c2c0a9b8,true
1061997,null,false
1062428,019907a2-cdf5-7e9c-bff8-64771a447810,true
1062491,0198d9a8-b0cd-ae47-d1e2-6a8769208ab0,true
1062519,null,false
1062523,null,false
1062606,null,false
1062889,0198ec2d-9800-b877-71e3-e401f8e01e95,true
1062976,null,false
1063244,0198e12f-ddf9-48c2-4b13-e635c99f4ccd,true
1063314,null,false
1063369,null,false
1063372,0199496a-8f09-a82d-333a-090f3e51b46e,true
1063575,null,false
1063633,0198e4f4-7925-83ac-11bb-0cabf55766e2,false
1063823,0198e077-14d2-77b0-5397-521fe41ef04f,true
1063968,null,false
1064198,null,false
1064586,null,false
1064616,0198e0c3-e94e-a169-d1de-7cb1e2dfe057,true
1064786,0198e735-af9a-eb74-d885-b39ca4840d99,true
1065161,0198dc45-0c35-75ba-81d6-74ca179a0b30,true
1065244,0198e039-0875-10fd-7075-7d3f6569d439,true
1065272,null,false
1065383,0198dddb-1832-e26f-4610-5a5652e02028,true
1065521,0198d864-d42b-00d1-f717-e3cd693c71c6,true
1065937,0198dc5a-d96c-8c8b-fd7a-f83a5d2e476e,true
1065986,0199b559-2199-c264-15d2-7162818d29d1,true
1066181,0198ee15-773f-60f5-a20b-6956a9a0b0fc,true
1066894,0199122e-3606-07c4-d350-443687a31a84,true
1066994,null,false
1067234,null,false
1067297,null,false
1067404,null,false
1067510,null,false
1067566,0198daf2-6036-c45d-2348-7bf41c1920ab,true
1068462,null,false
1068557,null,false
1068766,0198e850-8a04-7763-e80c-94b8f9caea3c,true
1068837,0198dd05-0cae-3799-48b7-c28779014f3e,true
1069373,null,false
1069453,0198d84a-214d-edb8-7b96-274644455d63,true
1069875,0198fb3a-80b5-e48d-686b-cbcdc7e040c5,true
1070171,null,false
1071109,null,false
1071254,null,false
1071360,null,false
1071402,0198db0d-93c2-a07d-f038-6bc6f4398ec4,true
1071495,0198d855-7a6d-2839-0349-b59220c202fa,true
1071697,0198dfe8-948e-aa04-a126-0885f598e673,true
1071951,0198d83f-fc3e-2162-ad99-452bd4f90545,true
1072082,0198e698-b54c-4697-58bc-1bd97b3b2d59,true
1072545,0198df01-9484-638b-034c-87bf38befe42,true
1073262,01994896-3b29-297e-59c5-d8001ac3b2d5,true
1073295,null,false
1073772,01996afd-a595-dc60-abf2-76e230194179,true
1073964,0198da64-860e-da8d-0fdc-66fc0744eb83,true
1074471,null,false
1075155,null,false
1075899,null,false
1075980,null,false
1076109,null,false
1076277,null,false
1076639,null,false
1076708,0199437d-1a8b-9f2d-39d6-c9e25680179d,true
1077121,01994558-4898-0c62-4ada-5a6b0119e4d8,true
1077267,0198f662-6bea-9b24-4fa7-d12b33af9815,true
1078880,null,false
1079896,0198e440-05a7-c21a-c6b3-e3eb902ee94b,true
1080101,0198e8f4-3685-cbe9-dd85-fec32801fca9,true
1080932,null,false
1080960,null,false
1081089,0198d7e5-d81b-026a-fc7e-0f876685e34b,true
1082301,0198dd07-9418-e153-7d54-8632f9f4874d,true
1082427,01996cdb-d335-8d4f-722b-111019186fe2,false
1082473,0198db7e-43c1-c6a2-a85d-6a3fd4126135,true
1082699,01994315-f629-c06e-140c-e869bbcb1500,false
1083575,0198da9f-ff57-568a-3478-8a93c72dc264,true
1083953,null,false
1084238,0198d7d8-958e-0fff-1a0b-15f07905214e,true
1084242,0198d914-1ca2-ff84-fd34-b1dfb948cf43,true
1084556,0198ecdf-f94c-bf3a-2d83-967397c28e36,true
1085587,0198d84b-ae1d-aeff-02e5-c4808e4b271d,true
1087648,null,false
1087727,01990543-abba-6817-14ac-1d4f035be3e3,true
1088071,01991527-aac3-6c85-f78a-553a14d177fc,true
1088084,0198f42e-4924-91d0-4546-b8caf972a20e,false
1089042,0198d8c9-200d-8ee8-132a-71eb724abd34,true
1089588,null,false
1089601,null,false
1089808,0198dde3-f8f2-6503-73b3-a9eff44c2616,true
1089879,null,false
1089947,0198da87-a0f9-a997-9a12-3cb8e18d88ae,true
1090458,01994aac-8569-8e44-b34c-3d12a1417a98,true
1090707,null,false
1091228,null,false
1094033,0199558f-d759-bb35-c0f3-8fc02330718b,false
1094898,01994468-e551-5d14-e446-fb5b762c87d2,true
1094952,01995361-2ccc-8d7c-e6b8-ff10d90ac5a7,true
1095189,01995375-6521-dd3c-d479-c91489c182d9,true
1095588,null,false
1096111,null,false
1096409,null,false
1096495,null,false
1096586,0198dbab-b471-fdad-98d6-6257a8469d04,false
1096662,null,false
1096867,null,false
1097199,0198da9b-3a73-1cf0-91d3-d9b515f31ee6,true
1097226,0198db8a-2a13-c396-7a64-4e2173683477,true
1097344,0198daf2-a592-a504-cbd9-5518d23ef7f1,true
1097410,null,false
1097460,null,false
1097608,null,false
1097997,null,false
1098172,null,false
1098270,0198db97-09f5-965d-f27d-d5c669269d05,true
1098401,null,false
1098634,null,false
1098640,null,false
1099138,01994e75-b852-4086-0439-f627e0b1ce15,true
1099254,0198d857-32de-ce54-d267-e031077767ab,true
1099357,null,false
1100056,0198db47-072e-e200-1d67-1c0836ded4d1,true
1100084,null,false
1100664,0198df43-67d1-c0ad-9140-863429dbe689,true
1100918,0198db67-01a7-dfc4-9d60-b21d26f422e8,true
1101226,0199558d-55a4-2a15-b923-f668420b9e28,false
1101439,0198db66-0c8a-ac61-775c-efab5ce2e0d6,true
1102564,0198d93c-fc42-857a-47b8-10204c6623e4,true
1102680,null,false
1103596,null,false
1103675,null,false
1104823,01993867-d774-9151-9857-ce22ba779da9,true
1104919,0198deed-9fcb-d59e-29fb-960fa9664479,true
1104985,null,false
1105526,01994d0c-82f4-b040-d889-45fac0f7692e,true
1105934,null,false
1106254,0198ff28-6329-a975-599d-1b6a9128c03b,true
1107073,0198d84c-1d5f-f625-88e0-921932b77052,true
1107122,01996225-9ac0-4e1c-2fda-da0807cbb345,true
1107253,0198eaaa-af9e-8401-4b92-b8a54aefb8cc,true
1108383,0198deb4-c099-963e-5fb0-65367ba37398,true
1108513,019955a3-d680-8788-45bc-bcecf1a44ac3,false
1108574,0198d844-703f-b8be-51a7-73ff33db750d,true
1108840,0199b1e0-b421-e009-1e04-e01f2819d98a,false
1109926,0198d93c-c13a-df7b-bcf3-1f781e50d9eb,true
1110130,019904e5-4a26-e115-38b8-3ac3f6209cc5,false
1110155,019909eb-8c87-68c0-fa20-ccf98078c290,false
1110352,0199559a-bc10-2601-8a41-39a50e3871e6,false
1110369,019955a7-8b26-8656-4197-537b3cc18504,false
1110373,01990c12-0f9a-fd95-06db-3fd3457c486f,false
1110376,019955af-85d8-8f9b-1ab2-4762ca2079d1,false
1110415,null,false
1110519,null,false
1111007,0198da2a-b7d2-4c5a-49fe-3f7d8f1c7544,true
1111083,0198edf5-775e-9256-20fa-d7025154958d,true
1111249,0198e3c3-36eb-5e5f-906b-5869ab369498,true
1111623,0199b577-98ed-307c-6bb7-70f869c9857b,true
1111706,null,false
1112280,null,false
1112346,0198f837-89de-0555-9c8c-cb7c4c81717c,true
1112351,0198da4d-b724-4e2e-832a-c24f15d455ac,true
1112709,null,false
1113814,0198db33-5849-a2dd-8563-89425e53c3ae,true
1114083,0199aa57-dcef-df62-6cfe-bfca1c521238,true
1114449,null,false
1114854,null,false
1115790,01994092-333b-ceb0-dce8-8a9576c4921a,true
1116212,0199498d-53f6-5065-cba5-1dd79167dd70,true
1116586,null,false
1117014,0198da70-3add-0b87-0f04-09ab0a682b3f,true
1117240,0199ed11-5fde-a73b-4393-51957d0de386,true
1117392,0198f253-429e-1f38-dbb4-a48fb4bb1296,true
1119123,0198f4fa-0823-dddb-aff4-1ae5b1185044,true
1119677,0198ec8e-7994-e6c2-dfa1-e8fd607b8635,true
1119914,null,false
1120018,null,false
1120100,null,false
1120388,null,false
1120882,0199b1a9-3ed9-797a-5dfe-4b04199f6eb9,true
1121859,019955b2-c584-bc3b-5474-eac186e95550,false
1122240,019955b5-9e67-3b9b-8169-572f2ed8c08b,false
1122434,019955b8-862e-b66b-a77d-4d760f25dc9a,false
1122467,019955ba-f0b8-cc0a-1096-4a658aef40e4,false
1124875,01994f4c-a965-2a37-d913-357083a1bff3,false
1125965,null,false
1127687,null,false
1127743,null,false
1128531,019956a5-6ae5-d61e-9013-af0a436f91b4,false
1128585,019955c1-0641-534c-6919-9ef9bae19d63,false
1128608,019955c2-9b28-c1e1-8e0a-5cfe2cc725e4,false
1128681,019955cd-c827-cca5-e661-09fcba31f5da,false
1129279,0198dbaa-e87d-9e8d-d5a6-0da14243838f,true
1129770,019955ce-627f-ffae-aaf2-54ea1a9d79f0,false
1129776,019955d5-95f5-9be8-ddda-16df422868e1,false
1129785,019955e2-0045-b862-6436-3bbbd0a21bed,false
1129794,019956a1-61ba-5249-7506-1392016c5bc4,false
1130087,null,false
1130374,null,false
1131224,0198de04-9f85-eaaf-a51d-ac020d4f98c5,true
1132520,019955bd-e66f-6cf6-7d1a-5625eddfb394,false
1134700,0199947f-63cf-be48-cbdb-bf57ba716406,true
1135579,019956aa-69d3-8b26-3d5d-8d1904945fcc,false
1135805,019956b4-054b-9c90-2c50-c1905e2eeee8,false
1135812,019956b1-090a-1507-2c89-f96446310b1e,false
1135818,019956ac-ec7e-6f3d-a073-c21b161b3e59,false
1137130,0198e85d-ac13-1296-bf36-300dfea2fe95,true
1138067,null,false
1138089,null,false
1139173,019951d0-81b2-6b24-be8e-c80c1e41202f,true
1139422,0198f0da-5ae6-8054-e1c9-318b605c4808,true
1140699,null,false
1142054,null,false
1142539,0198e07a-3375-312e-5a02-ff1541d4b1e4,true
1142541,null,false
1143742,0198fc00-64aa-ee56-b12c-63a39b9bc5b8,true
1146199,0198d883-78dd-d6af-817f-32149473f902,true
1146690,0198ee85-977e-b47e-6b44-18e3cef79ae3,true
1147547,0198e1a1-7776-6ba5-4fa4-f60152086bcd,true
1147953,null,false
1147967,null,false
1148083,null,false
1148322,01999cfa-712f-a742-7de7-c78909d2b7e2,true
1148442,01999f7f-fab7-b63d-658a-b725173d7933,true
1148597,01999496-bcae-fccf-ae94-361510537f9a,true
1148719,01999fa9-e1ca-be26-d887-8e862fad7c03,true
1148810,0199a4a8-eb48-3985-09a2-397947e656b8,true
1148912,null,true
1148924,019945c0-8710-3894-e11c-be2c83d10a04,true
1148944,null,false
1149201,01999d60-f4c8-d9a3-50f9-cf81860e93ae,true
1149567,null,false
1149676,0199a622-1702-4d31-9a55-e04a4c161243,true
1149737,019963ec-e5fd-001e-367c-fb71327998be,true
1151363,0199a647-c140-a910-3b3a-7bb741079fbf,true
1151376,null,false
1151381,null,false
1151394,null,false
1151424,null,false
1151527,null,false
1151802,null,false
1151961,0199a369-a182-1ef9-518f-d4521fb44045,true
1152116,0199a350-dc2a-5d6d-7f1c-5c66ed7a26cc,true
1152198,0199a3c2-a16f-228f-3fac-37fafef958e5,true
1152215,0199a3da-4030-a1d5-3666-e1d821bb6eaf,true
1152218,0199a3e9-b5db-425b-ea25-de3908c2c34f,true
1153683,null,false
1153687,0199a3fd-fad2-b4c4-987a-2a184ba0c903,true
1153694,0199a417-33a2-efc0-af41-16916d0dac75,true
1153887,0198f5e5-ee2e-3a90-8a5f-ac36c04c4823,true
1153899,0198d88e-eae9-62ca-184f-78b12eed3cc3,true
1154175,null,false
1156140,null,false
1156515,01990446-ec33-879a-d27e-f8b11535bba3,true
1157588,0198fc5f-0b94-4600-c52b-0a4ed88d0bfc,true
1158026,null,false
1158653,null,false
1160259,null,false
1162868,019954e0-8e65-b741-fb66-debbb94f2a3a,true
1163132,null,false
1164313,null,false
1168521,0198eac6-e7c3-68e3-ebdc-cdd02a04d957,true
1173613,0198ec62-71c9-c6a1-a789-569513da559c,true
1179160,0198da55-57b8-5ccc-a265-34771e48c235,true
1179333,01994cff-6fe7-7992-a50e-0025ae1bce96,true
1181860,019975d2-fcb9-bcf3-c465-d27ca817af8e,true
1185343,null,false
1188305,0198ea95-68f7-50cd-23f3-41b82bc73fb4,true
1188544,null,false
1188553,null,false
1188728,019949c3-f07c-52ca-1398-b6dd8b61e5fd,true
1190170,01991d1e-795c-d279-f150-e0556eff7f9e,true
1195611,01991058-81e4-f3cc-5d55-b6c3e0790728,true
1197295,0198d929-4b77-91a2-42f1-cc84e29a6eaf,true
1198216,null,false
1201863,null,false
1201876,0198de6d-5090-62b8-e390-762b6266ae0c,true
1202638,0198e50a-548d-fc55-b724-eca83927a3bf,false
1204157,0198dced-9d1d-8289-f50c-11c8e0c746c1,true
1206879,01993878-1e09-0a96-714c-226631f1d4fc,true
1216112,0198dac8-2e6e-6183-ce0d-43c2d4e460be,true
1217416,0198db17-511d-76cf-309f-40f9a545cf84,true
1226965,0198fb2d-68ef-d37f-7479-0ccff27ffcb4,true
1227930,null,false
1228357,null,false
1235284,0198d850-8e74-f975-aa7e-a34faaea2cc1,true
1238572,null,false
1239898,01994683-e909-0ea2-cade-2dc1f5211d25,true
1247542,0198f251-d071-c886-452c-4c5485f5c8eb,true
1250625,null,false
1251740,0198de7e-3c61-e759-e57e-bdd2824aa44c,true
1251861,null,false
1253015,01992ebe-ceb7-52b9-0fb8-603372ae3fa8,true
1253174,null,false
1253568,01990716-cd5d-cd3f-1e82-883cb13b1d7f,true
1256984,0198d87c-537d-3b3c-fd33-b2fb1acef40a,true
1262617,null,false
1267233,null,false
1267380,null,false
1269738,null,false
1270647,0198db1f-235d-6f67-2653-39c38dbc189b,true
1272561,0198d87b-85bf-7b99-350a-7b795a666a4e,true
1273475,0198d851-4ad7-a93c-4563-e439f2102e2c,true
1278135,01995774-5aa6-c219-33b4-7401ea20e73c,false
1280548,null,false
1281578,01994d53-dc5f-7cb0-823f-ef7031df4744,true
1284291,0198dc98-20e4-c29f-5ec7-af53c319dce7,true
1290522,null,false
1298050,0198f96c-4046-7934-e1f7-f47f2d24cce7,true
1298324,null,false
1298346,null,false
1298424,0198e796-5143-0036-adc1-0a059d52d930,false
1301081,0198fa47-cc77-340c-b24e-1488710fb577,true
1302957,null,false
1303849,null,false
1303988,0198ea31-40db-8270-f170-ca6b79a20dfd,true
1304029,null,false
1304231,null,false
1305941,null,false
1307514,null,false
1308463,01995754-0f46-aec3-1d8e-01eeffcde7a7,true
1309454,0198ef5e-831f-d3ae-5a69-46b9b300f03b,true
1314216,0198ff05-bb61-6659-295d-ffce74b0c604,true
1314310,null,false
1315113,null,false
1316984,null,false
1317071,019914c3-3cc0-38b3-ed5b-96119f87e5e0,true
1317075,null,false
1317332,null,false
1320246,null,false
1322638,019954fa-f329-cd22-298b-fe8016986758,true
1322990,null,false
1325289,null,false
1326444,0199422f-72ef-9907-f325-d3b397a67550,true
1328195,01995751-0514-cddc-b37b-74acd9aed44f,true
1328604,019941ce-1050-1c35-a090-45eb7f2bc4c2,true
1329394,019953f0-18b7-58ca-0260-b9ffeea07127,true
1329427,null,false
1329481,null,false
1329626,0199466b-6fc6-af51-4c08-45c2e7381ea8,true
1335701,01997400-e902-6501-30b3-1d4721477159,true
1336056,01993f73-a45e-bc3c-6fa2-494d79b5f1f7,true
1340791,01996324-0bfb-78d5-3533-bf8b35c56a8c,true
1352188,0199914c-68f4-6294-26c1-6b1e212519d7,true
1354079,null,false
1358216,0199a6a3-7a86-a221-a2d7-226f0baf6d50,true
1358670,01999b98-8ff7-d642-e360-fa19b0738b56,true
1364266,null,false
1365699,0199adb4-03c8-287d-a19e-9aba075a5528,true
1369645,0199dc2a-2594-2e02-5463-543429c7ee67,true
1369805,null,false
1374698,0199d5a5-43ea-439b-99be-5aa69c9d875e,false
1376462,null,false
1376511,null,false
1378035,0199db48-9f09-d3d5-dbdf-77e48ef13b75,true
1379290,null,false
1379528,null,false
